Name	Type	Subtype	CMC	Power	Toughness	Text	Sets
Nightsoil Kami	Creature	Spirit	6	6	4	Soulshift 5 (When this creature dies, you may return target Spirit card with converted mana cost 5 or less from your graveyard to your hand.)	SOK
Kavu Monarch	Creature	Kavu	4	3	3	Kavu creatures have trample. Whenever another Kavu enters the battlefield, put a +1/+1 counter on Kavu Monarch.	INV
Kinsbaile Cavalier	Creature	Kithkin Knight	4	2	2	Knight creatures you control have double strike.	MOR DDG
Chancellor of the Annex	Creature	Angel	7	5	6	You may reveal this card from your opening hand. If you do, when each opponent casts his or her first spell of the game, counter that spell unless that player pays {1}. Flying Whenever an opponent casts a spell, counter it unless that player pays {1}.	NPH
Magma Giant	Creature	Giant	7	5	5	When Magma Giant enters the battlefield, it deals 2 damage to each creature and each player.	PO2 5DN
Steward of Valeron	Creature	Human Druid Knight	2	2	2	Vigilance {T}: Add {G} to your mana pool.	pMEI ALA DDG
Pardic Collaborator	Creature	Human Barbarian	4	2	2	First strike {B}: Pardic Collaborator gets +1/+1 until end of turn.	TOR
Cathodion	Artifact Creature	Construct	3	3	3	When Cathodion dies, add {3} to your mana pool.	USG MRD C14 MM2
Deathbringer Liege	Creature	Horror	5	3	4	Other white creatures you control get +1/+1. Other black creatures you control get +1/+1. Whenever you cast a white spell, you may tap target creature. Whenever you cast a black spell, you may destroy target creature if it's tapped.	EVE
Arcbound Stinger	Artifact Creature	Insect	2	0	0	Flying Modular 1 (This enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)	DST MMA
Erebos, God of the Dead	Enchantment Creature	God	4	5	7	Indestructible As long as your devotion to black is less than five, Erebos isn't a creature. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.) Your opponents can't gain life. {1}{B}, Pay 2 life: Draw a card.	THS
Elves of Deep Shadow	Creature	Elf Druid	1	1	1	{T}: Add {B} to your mana pool. Elves of Deep Shadow deals 1 damage to you.	DRK pFNM RAV ME3 DDJ
Rimebound Dead	Creature	Skeleton	1	1	1	{S}: Regenerate Rimebound Dead. ({S} can be paid with one mana from a snow permanent.)	CSP
Brothers Yamazaki	Creature	Human Samurai	3	2	1	Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.) If there are exactly two permanents named Brothers Yamazaki on the battlefield, the "legend rule" doesn't apply to them. Each other creature named Brothers Yamazaki gets +2/+2 and has haste.	CHK
Sagu Mauler	Creature	Beast	6	6	6	Trample, hexproof Morph {3}{G}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	KTK
Skeleton Ship	Creature	Skeleton	5	0	3	When you control no Islands, sacrifice Skeleton Ship. {T}: Put a -1/-1 counter on target creature.	ICE ME2
Stone Kavu	Creature	Kavu	5	3	3	{R}: Stone Kavu gets +1/+0 until end of turn. {W}: Stone Kavu gets +0/+1 until end of turn.	PLS
Floodbringer	Creature	Moonfolk Wizard	2	1	2	Flying {2}, Return a land you control to its owner's hand: Tap target land.	BOK
Yawgmoth Demon	Creature	Demon	6	6	6	Flying (This creature can't be blocked except by creatures with flying or reach.) First strike (This creature deals combat damage before creatures without first strike.) At the beginning of your upkeep, you may sacrifice an artifact. If you don't, tap Yawgmoth Demon and it deals 2 damage to you.	ATQ CHR 9ED
Timbermaw Larva	Creature	Beast	4	2	2	Whenever Timbermaw Larva attacks, it gets +1/+1 until end of turn for each Forest you control.	ZEN
Umbra Mystic	Creature	Human Wizard	3	2	2	Auras attached to permanents you control have totem armor. (If an enchanted permanent you control would be destroyed, instead remove all damage from it and destroy an Aura attached to it.)	ROE
Shrouded Serpent	Creature	Serpent	7	4	4	Whenever Shrouded Serpent attacks, defending player may pay {4}. If he or she doesn't, Shrouded Serpent can't be blocked this turn.	PCY
Vodalian Mage	Creature	Merfolk Wizard	3	1	1	{U}, {T}: Counter target spell unless its controller pays {1}.	FEM
Axegrinder Giant	Creature	Giant Warrior	6	6	4		LRW
Pilgrim of Virtue	Creature	Human Cleric	3	1	3	Protection from black {W}, Sacrifice Pilgrim of Virtue: The next time a black source of your choice would deal damage this turn, prevent that damage.	ODY
Abbot of Keral Keep	Creature	Human Monk	2	2	1	Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) When Abbot of Keral Keep enters the battlefield, exile the top card of your library. Until end of turn, you may play that card.	ORI
Mindshrieker	Creature	Spirit Bird	2	1	1	Flying {2}: Target player puts the top card of his or her library into his or her graveyard. Mindshrieker gets +X/+X until end of turn, where X is that card's converted mana cost.	ISD
Kathari Remnant	Creature	Bird Skeleton	4	0	1	Flying {B}: Regenerate Kathari Remnant. Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)	ARB PC2
Lu Su, Wu Advisor	Creature	Human Advisor	5	1	2	{T}: Draw a card. Activate this ability only during your turn, before attackers are declared.	PTK
Frontier Mastodon	Creature	Elephant	3	3	2	Ferocious — Frontier Mastodon enters the battlefield with a +1/+1 counter on it if you control a creature with power 4 or greater.	FRF
Grimclaw Bats	Creature	Bat	2	1	1	Flying {B}, Pay 1 life: Grimclaw Bats gets +1/+1 until end of turn.	DST
Reckless Wurm	Creature	Wurm	5	4	4	Trample Madness {2}{R} (If you discard this card, you may cast it for its madness cost instead of putting it into your graveyard.)	pGTW PLC
Puppeteer	Creature	Human Wizard	3	1	2	{U}, {T}: You may tap or untap target creature.	ODY 8ED 9ED 10E
Abyssal Persecutor	Creature	Demon	4	6	6	Flying, trample You can't win the game and your opponents can't lose the game.	WWK C14
Stone-Throwing Devils	Creature	Devil	1	1	1	First strike	ARN
Dragonlord Kolaghan	Creature	Elder Dragon	6	6	5	Flying, haste Other creatures you control have haste. Whenever an opponent casts a creature or planeswalker spell with the same name as a card in his or her graveyard, that player loses 10 life.	DTK
Pouncing Wurm	Creature	Wurm	4	3	3	Kicker {2}{G} (You may pay an additional {2}{G} as you cast this spell.) If Pouncing Wurm was kicked, it enters the battlefield with three +1/+1 counters on it and with haste.	PLC
Cephalid Illusionist	Creature	Cephalid Wizard	2	1	1	Whenever Cephalid Illusionist becomes the target of a spell or ability, put the top three cards of your library into your graveyard. {2}{U}, {T}: Prevent all combat damage that would be dealt to and dealt by target creature you control this turn.	TOR
Cathartic Adept	Creature	Human Wizard	1	1	1	{T}: Target player puts the top card of his or her library into his or her graveyard.	ALA
Kamahl, Pit Fighter	Creature	Human Barbarian	6	6	1	Haste (This creature can attack and {T} as soon as it comes under your control.) {T}: Kamahl, Pit Fighter deals 3 damage to target creature or player.	ODY 10E p15A DPA DDL
Cloistered Youth	Creature	Human	2	1	1	At the beginning of your upkeep, you may transform Cloistered Youth.	ISD
Vine Kami	Creature	Spirit	7	4	4	Menace (This creature can't be blocked except by two or more creatures.) Soulshift 6 (When this creature dies, you may return target Spirit card with converted mana cost 6 or less from your graveyard to your hand.)	CHK
Cultbrand Cinder	Creature	Elemental Shaman	5	3	3	When Cultbrand Cinder enters the battlefield, put a -1/-1 counter on target creature.	SHM
Grozoth	Creature	Leviathan	9	9	9	Defender (This creature can't attack.) When Grozoth enters the battlefield, you may search your library for any number of cards that have converted mana cost 9, reveal them, and put them into your hand. If you do, shuffle your library. {4}: Grozoth loses defender until end of turn. Transmute {1}{U}{U} ({1}{U}{U}, Discard this card: Search your library for a card with the same converted mana cost as this card, reveal it, and put it into your hand. Then shuffle your library. Transmute only as a sorcery.)	RAV
Chancellor of the Tangle	Creature	Beast	7	6	7	You may reveal this card from your opening hand. If you do, at the beginning of your first main phase, add {G} to your mana pool. Vigilance, reach	NPH
Liege of the Tangle	Creature	Elemental	8	8	8	Trample Whenever Liege of the Tangle deals combat damage to a player, you may choose any number of target lands you control and put an awakening counter on each of them. Each of those lands is an 8/8 green Elemental creature for as long as it has an awakening counter on it. They're still lands.	SOM
Sakura-Tribe Elder	Creature	Snake Shaman	2	1	1	Sacrifice Sakura-Tribe Elder: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle your library.	pSUS pFNM CHK ARC CMD C13 CNS
Avarax	Creature	Beast	5	3	3	Haste When Avarax enters the battlefield, you may search your library for a card named Avarax, reveal it, and put it into your hand. If you do, shuffle your library. {1}{R}: Avarax gets +1/+0 until end of turn.	ONS
Might Weaver	Creature	Human Wizard	2	2	1	{2}: Target red or white creature gains trample until end of turn. (If the creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)	INV 10E
Gorilla Pack	Creature	Ape	3	3	3	Gorilla Pack can't attack unless defending player controls a Forest. When you control no Forests, sacrifice Gorilla Pack.	ICE
Rafiq of the Many	Creature	Human Knight	4	3	3	Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.) Whenever a creature you control attacks alone, it gains double strike until end of turn.	ALA V11
Safehold Duo	Creature	Elf Warrior Shaman	4	2	4	Whenever you cast a green spell, Safehold Duo gets +1/+1 until end of turn. Whenever you cast a white spell, Safehold Duo gains vigilance until end of turn.	SHM
Cairn Wanderer	Creature	Shapeshifter	5	4	4	Changeling (This card is every creature type.) As long as a creature card with flying is in a graveyard, Cairn Wanderer has flying. The same is true for fear, first strike, double strike, deathtouch, haste, landwalk, lifelink, protection, reach, trample, shroud, and vigilance.	LRW
Crazed Armodon	Creature	Elephant	4	3	3	{G}: Crazed Armodon gets +3/+0 and gains trample until end of turn. Destroy Crazed Armodon at the beginning of the next end step. Activate this ability only once each turn.	TMP
Inner-Flame Igniter	Creature	Elemental Warrior	3	2	2	{2}{R}: Creatures you control get +1/+0 until end of turn. If this is the third time this ability has resolved this turn, creatures you control gain first strike until end of turn.	LRW MM2
Rooting Kavu	Creature	Kavu	4	4	3	When Rooting Kavu dies, you may exile it. If you do, shuffle all creature cards from your graveyard into your library.	INV
Wall of Wonder	Creature	Wall	4	1	5	Defender (This creature can't attack.) {2}{U}{U}: Wall of Wonder gets +4/-4 until end of turn and can attack this turn as though it didn't have defender.	LEG CHR 7ED
Sensor Splicer	Creature	Artificer	5	1	1	When Sensor Splicer enters the battlefield, put a 3/3 colorless Golem artifact creature token onto the battlefield. Golem creatures you control have vigilance.	NPH
Loam Lion	Creature	Cat	1	1	1	Loam Lion gets +1/+2 as long as you control a Forest.	WWK DDH
Jodah's Avenger	Creature	Shapeshifter	6	4	4	{0}: Until end of turn, Jodah's Avenger gets -1/-1 and gains your choice of double strike, protection from red, vigilance, or shadow. (A creature with shadow can block or be blocked by only creatures with shadow.)	PLC
Borderland Minotaur	Creature	Minotaur Warrior	4	4	3		THS
Clockwork Condor	Artifact Creature	Bird	4	0	0	Flying Clockwork Condor enters the battlefield with three +1/+1 counters on it. Whenever Clockwork Condor attacks or blocks, remove a +1/+1 counter from it at end of combat.	MRD DDF
Metathran Transport	Creature	Metathran	3	1	3	Flying Metathran Transport can't be blocked by blue creatures. {U}: Target creature becomes blue until end of turn.	INV
Mannichi, the Fevered Dream	Creature	Spirit	3	1	2	{1}{R}: Switch each creature's power and toughness until end of turn.	BOK
Six-y Beast	Creature	Beast	4	0	0	As Six-y Beast comes into play, you secretly put six or fewer +1/+1 counters on it, then an opponent guesses the number of counters. If that player guesses right, sacrifice Six-y Beast.	UNH
Glarewielder	Creature	Elemental Shaman	5	3	1	Haste When Glarewielder enters the battlefield, up to two target creatures can't block this turn. Evoke {1}{R} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)	LRW
Benalish Hero	Creature	Human Soldier	1	1	1	Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)	LEA LEB 2ED CED CEI 3ED 4ED 5ED MED
Abyssal Nightstalker	Creature	Nightstalker	4	2	2	Whenever Abyssal Nightstalker attacks and isn't blocked, defending player discards a card.	PO2
