Name	Type	Subtype	CMC	Colors	Power	Toughness	Text	Sets
Ob Nixilis, the Fallen	['Creature']	['Demon']	5	['Black']	3	3	Landfall — Whenever a land enters the battlefield under your control, you may have target player lose 3 life. If you do, put three +1/+1 counters on Ob Nixilis, the Fallen.	['ZEN']
Soratami Mindsweeper	['Creature']	['Moonfolk', 'Wizard']	4	['Blue']	1	4	Flying {2}, Return a land you control to its owner's hand: Target player puts the top two cards of his or her library into his or her graveyard.	['BOK']
Phantom Tiger	['Creature']	['Cat', 'Spirit']	3	['Green']	1	0	Phantom Tiger enters the battlefield with two +1/+1 counters on it. If damage would be dealt to Phantom Tiger, prevent that damage. Remove a +1/+1 counter from Phantom Tiger.	['JUD']
Prized Unicorn	['Creature']	['Unicorn']	4	['Green']	2	2	All creatures able to block Prized Unicorn do so.	['M10', 'M11', 'ORI']
Silverglade Elemental	['Creature']	['Elemental']	5	['Green']	4	4	When Silverglade Elemental enters the battlefield, you may search your library for a Forest card and put that card onto the battlefield. If you do, shuffle your library.	['MMQ', 'HOP']
Sensei Golden-Tail	['Creature']	['Fox', 'Samurai']	2	['White']	2	1	Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.) {1}{W}, {T}: Put a training counter on target creature. That creature gains bushido 1 and becomes a Samurai in addition to its other creature types. Activate this ability only any time you could cast a sorcery.	['CHK']
Deepwood Wolverine	['Creature']	['Wolverine']	1	['Green']	1	1	Whenever Deepwood Wolverine becomes blocked, it gets +2/+0 until end of turn.	['MMQ']
Sleeper Agent	['Creature']	['Minion']	1	['Black']	3	3	When Sleeper Agent enters the battlefield, target opponent gains control of it. At the beginning of your upkeep, Sleeper Agent deals 2 damage to you.	['USG', '10E']
Rushwood Elemental	['Creature']	['Elemental']	5	['Green']	4	4	Trample At the beginning of your upkeep, you may put a +1/+1 counter on Rushwood Elemental.	['MMQ']
Notorious Assassin	['Creature']	['Human', 'Spellshaper', 'Assassin']	4	['Black']	2	2	{2}{B}, {T}, Discard a card: Destroy target nonblack creature. It can't be regenerated.	['MMQ']
Augur of Skulls	['Creature']	['Skeleton', 'Wizard']	2	['Black']	1	1	{1}{B}: Regenerate Augur of Skulls. Sacrifice Augur of Skulls: Target player discards two cards. Activate this ability only during your upkeep.	['FUT']
Scion of Darkness	['Creature']	['Avatar']	8	['Black']	6	6	Trample Whenever Scion of Darkness deals combat damage to a player, you may put target creature card from that player's graveyard onto the battlefield under your control. Cycling {3} ({3}, Discard this card: Draw a card.)	['LGN', 'ARC']
Festering Newt	['Creature']	['Salamander']	1	['Black']	1	1	When Festering Newt dies, target creature an opponent controls gets -1/-1 until end of turn. That creature gets -4/-4 instead if you control a creature named Bogbrew Witch.	['M14']
Jungle Wurm	['Creature']	['Wurm']	5	['Green']	5	5	Whenever Jungle Wurm becomes blocked, it gets -1/-1 until end of turn for each creature blocking it beyond the first.	['MIR', 'VMA']
Highborn Ghoul	['Creature']	['Zombie']	2	['Black']	2	1	Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)	['DKA']
Ruination Guide	['Creature']	['Eldrazi', 'Drone']	3	colorless	3	2	Devoid (This card has no color.) Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of his or her library.) Other colorless creatures you control get +1/+0.	['BFZ']
Ubul Sar Gatekeepers	['Creature']	['Zombie', 'Soldier']	4	['Black']	2	4	When Ubul Sar Gatekeepers enters the battlefield, if you control two or more Gates, target creature an opponent controls gets -2/-2 until end of turn.	['DGM']
Vastwood Hydra	['Creature']	['Hydra']	2	['Green']	0	0	Vastwood Hydra enters the battlefield with X +1/+1 counters on it. When Vastwood Hydra dies, you may distribute a number of +1/+1 counters equal to the number of +1/+1 counters on Vastwood Hydra among any number of creatures you control.	['M14']
Marang River Skeleton	['Creature']	['Skeleton']	2	['Black']	1	1	{B}: Regenerate Marang River Skeleton. Megamorph {3}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)	['DTK']
Grizzly Bears	['Creature']	['Bear']	2	['Green']	2	2	NA	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', '4ED', 'RQS', 'ITP', '5ED', 'POR', '6ED', 'S99', '7ED', '8ED', '9ED', '10E']
Golden Bear	['Creature']	['Bear']	4	['Green']	4	3	NA	['PO2']
Silent-Chant Zubera	['Creature']	['Zubera', 'Spirit']	2	['White']	1	2	When Silent-Chant Zubera dies, you gain 2 life for each Zubera that died this turn.	['CHK']
Jolrael's Centaur	['Creature']	['Centaur', 'Archer']	3	['Green']	2	2	Shroud (This creature can't be the target of spells or abilities.) Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)	['MIR']
Goblin Lackey	['Creature']	['Goblin']	1	['Red']	1	1	Whenever Goblin Lackey deals damage to a player, you may put a Goblin permanent card from your hand onto the battlefield.	['USG', 'V09', 'VMA']
Thelonite Druid	['Creature']	['Human', 'Cleric', 'Druid']	3	['Green']	1	1	{1}{G}, {T}, Sacrifice a creature: Forests you control become 2/3 creatures until end of turn. They're still lands.	['FEM', 'ME2']
Tidal Visionary	['Creature']	['Merfolk', 'Wizard']	1	['Blue']	1	1	{T}: Target creature becomes the color of your choice until end of turn.	['INV']
Gnarled Scarhide	['Enchantment', 'Creature']	['Minotaur']	1	['Black']	2	1	Bestow {3}{B} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.) Gnarled Scarhide can't block. Enchanted creature gets +2/+1 and can't block.	['JOU']
Slith Predator	['Creature']	['Slith']	2	['Green']	1	1	Trample Whenever Slith Predator deals combat damage to a player, put a +1/+1 counter on it.	['MRD']
Riddlekeeper	['Creature']	['Homunculus']	3	['Blue']	1	4	Whenever a creature attacks you or a planeswalker you control, that creature's controller puts the top two cards of his or her library into his or her graveyard.	['CMD']
Chaos Harlequin	['Creature']	['Human']	4	['Red']	2	4	{R}: Exile the top card of your library. If that card is a land card, Chaos Harlequin gets -4/-0 until end of turn. Otherwise, Chaos Harlequin gets +2/+0 until end of turn.	['ALL']
Gleancrawler	['Creature']	['Insect', 'Horror']	6	['Black', 'Green']	6	6	({B/G} can be paid with either {B} or {G}.) Trample At the beginning of your end step, return to your hand all creature cards in your graveyard that were put there from the battlefield this turn.	['pPRE', 'RAV', 'DDJ']
Nether Traitor	['Creature']	['Spirit']	2	['Black']	1	1	Haste Shadow (This creature can block or be blocked by only creatures with shadow.) Whenever another creature is put into your graveyard from the battlefield, you may pay {B}. If you do, return Nether Traitor from your graveyard to the battlefield.	['TSP']
Vizkopa Confessor	['Creature']	['Human', 'Cleric']	5	['White', 'Black']	1	3	Extort (Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.) When Vizkopa Confessor enters the battlefield, pay any amount of life. Target opponent reveals that many cards from his or her hand. You choose one of them and exile it.	['GTC']
Lead-Belly Chimera	['Artifact', 'Creature']	['Chimera']	4	colorless	2	2	Trample Sacrifice Lead-Belly Chimera: Put a +2/+2 counter on target Chimera creature. It gains trample. (This effect lasts indefinitely.)	['VIS']
Rocket-Powered Turbo Slug	['Creature']	['Slug']	4	['Red']	3	1	Super haste (This may attack the turn before you play it. (You may put this card into play from your hand, tapped and attacking, during your declare attackers step. If you do, you lose the game at the end of your next turn unless you pay this card's mana cost during that turn.))	['UNH']
Groundskeeper	['Creature']	['Human', 'Druid']	1	['Green']	1	1	{1}{G}: Return target basic land card from your graveyard to your hand.	['MMQ', '9ED']
Myr Quadropod	['Artifact', 'Creature']	['Myr']	4	colorless	1	4	{3}: Switch Myr Quadropod's power and toughness until end of turn.	['5DN']
Scathe Zombies	['Creature']	['Zombie']	3	['Black']	2	2	NA	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', '4ED', 'ITP', '5ED', '6ED', 'S99', 'S00', '7ED', '8ED', '9ED', '10E']
Wind Drake	['Creature']	['Drake']	3	['Blue']	2	2	Flying	['POR', 'TMP', '6ED', 'S99', 'BRB', 'S00', '7ED', '8ED', '9ED', 'M10', 'M13', 'DGM', 'TPR']
Zombie Cannibal	['Creature']	['Zombie']	1	['Black']	1	1	Whenever Zombie Cannibal deals combat damage to a player, you may exile target card from that player's graveyard.	['ODY']
Leonin Armorguard	['Creature']	['Cat', 'Soldier']	4	['White', 'Green']	3	3	When Leonin Armorguard enters the battlefield, creatures you control get +1/+1 until end of turn.	['ARB']
Rust Tick	['Artifact', 'Creature']	['Insect']	3	colorless	1	3	You may choose not to untap Rust Tick during your untap step. {1}, {T}: Tap target artifact. It doesn't untap during its controller's untap step for as long as Rust Tick remains tapped.	['SOM']
Errant Doomsayers	['Creature']	['Human', 'Rebel']	2	['White']	1	1	{T}: Tap target creature with toughness 2 or less.	['TSP']
Orc General	['Creature']	['Orc', 'Warrior']	3	['Red']	2	2	{T}, Sacrifice another Orc or Goblin: Other Orc creatures get +1/+1 until end of turn.	['DRK', 'ME2']
Slith Ascendant	['Creature']	['Slith']	3	['White']	1	1	Flying Whenever Slith Ascendant deals combat damage to a player, put a +1/+1 counter on it.	['MRD']
Mistblade Shinobi	['Creature']	['Human', 'Ninja']	3	['Blue']	1	1	Ninjutsu {U} ({U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.) Whenever Mistblade Shinobi deals combat damage to a player, you may return target creature that player controls to its owner's hand.	['BOK', 'PC2']
Battlefield Percher	['Creature']	['Bird']	5	['Black']	2	2	Flying Battlefield Percher can block only creatures with flying. {1}{B}: Battlefield Percher gets +1/+1 until end of turn.	['NMS']
Judge of Currents	['Creature']	['Merfolk', 'Wizard']	2	['White']	1	1	Whenever a Merfolk you control becomes tapped, you may gain 1 life.	['LRW']
Perilous Shadow	['Creature']	['Insect', 'Shade']	4	['Black']	0	4	{1}{B}: Perilous Shadow gets +2/+2 until end of turn.	['RTR']
Flowstone Thopter	['Artifact', 'Creature']	['Thopter']	7	colorless	4	4	{1}: Flowstone Thopter gets +1/-1 and gains flying until end of turn.	['NMS']
Pestilence Demon	['Creature']	['Demon']	8	['Black']	7	6	Flying {B}: Pestilence Demon deals 1 damage to each creature and each player.	['ROE', 'C14']
Sparksmith	['Creature']	['Goblin']	2	['Red']	1	1	{T}: Sparksmith deals X damage to target creature and X damage to you, where X is the number of Goblins on the battlefield.	['pFNM', 'ONS']
Soldevi Simulacrum	['Artifact', 'Creature']	['Soldier']	4	colorless	2	4	Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.) {1}: Soldevi Simulacrum gets +1/+0 until end of turn.	['ICE', 'ME2']
Unbreathing Horde	['Creature']	['Zombie']	3	['Black']	0	0	Unbreathing Horde enters the battlefield with a +1/+1 counter on it for each other Zombie you control and each Zombie card in your graveyard. If Unbreathing Horde would be dealt damage, prevent that damage and remove a +1/+1 counter from it.	['ISD']
Akki Blizzard-Herder	['Creature']	['Goblin', 'Shaman']	2	['Red']	1	1	When Akki Blizzard-Herder dies, each player sacrifices a land.	['BOK']
Sawtooth Loon	['Creature']	['Bird']	4	['White', 'Blue']	2	2	Flying When Sawtooth Loon enters the battlefield, return a white or blue creature you control to its owner's hand. When Sawtooth Loon enters the battlefield, draw two cards, then put two cards from your hand on the bottom of your library.	['PLS', 'DDI']
Haazda Snare Squad	['Creature']	['Human', 'Soldier']	3	['White']	1	4	Whenever Haazda Snare Squad attacks, you may pay {W}. If you do, tap target creature an opponent controls.	['DGM']
Body of Jukai	['Creature']	['Spirit']	9	['Green']	8	5	Trample Soulshift 8 (When this creature dies, you may return target Spirit card with converted mana cost 8 or less from your graveyard to your hand.)	['BOK']
Etherium Abomination	['Artifact', 'Creature']	['Horror']	5	['Blue', 'Black']	4	3	Unearth {1}{U}{B} ({1}{U}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)	['ARB']
Shoal Serpent	['Creature']	['Serpent']	6	['Blue']	5	5	Defender Landfall — Whenever a land enters the battlefield under your control, Shoal Serpent loses defender until end of turn.	['ZEN']
Silkbind Faerie	['Creature']	['Faerie', 'Rogue']	3	['White', 'Blue']	1	3	Flying {1}{W/U}, {Q}: Tap target creature. ({Q} is the untap symbol.)	['SHM']
Noxious Toad	['Creature']	['Frog']	3	['Black']	1	1	When Noxious Toad dies, each opponent discards a card.	['POR']
Orcish Spy	['Creature']	['Orc', 'Rogue']	1	['Red']	1	1	{T}: Look at the top three cards of target player's library.	['FEM', '8ED']
Samite Archer	['Creature']	['Human', 'Cleric', 'Archer']	3	['White', 'Blue']	1	1	{T}: Prevent the next 1 damage that would be dealt to target creature or player this turn. {T}: Samite Archer deals 1 damage to target creature or player.	['INV']
Demonic Taskmaster	['Creature']	['Demon']	3	['Black']	4	3	Flying At the beginning of your upkeep, sacrifice a creature other than Demonic Taskmaster.	['AVR']
Mistfire Adept	['Creature']	['Human', 'Monk']	4	['Blue']	3	3	Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) Whenever you cast a noncreature spell, target creature gains flying until end of turn.	['FRF']
Torch Drake	['Creature']	['Drake']	4	['Blue']	2	2	Flying {1}{R}: Torch Drake gets +1/+0 until end of turn.	['GPT']
Chapel Geist	['Creature']	['Spirit']	3	['White']	2	3	Flying	['ISD']
Cabal Executioner	['Creature']	['Human', 'Cleric']	4	['Black']	2	2	Whenever Cabal Executioner deals combat damage to a player, that player sacrifices a creature. Morph {3}{B}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	['ONS']
Spiteflame Witch	['Creature']	['Elemental', 'Shaman']	2	['Black', 'Red']	2	1	{B}{R}: Each player loses 1 life.	['SHM']
Bonesplitter Sliver	['Creature']	['Sliver']	4	['Red']	2	2	All Sliver creatures get +2/+0.	['TSP']
Barkhide Mauler	['Creature']	['Beast']	5	['Green']	4	4	Cycling {2} ({2}, Discard this card: Draw a card.)	['ONS']
Moriok Replica	['Artifact', 'Creature']	['Warrior']	3	colorless	2	2	{1}{B}, Sacrifice Moriok Replica: You draw two cards and you lose 2 life.	['SOM']
Kris Mage	['Creature']	['Human', 'Spellshaper']	1	['Red']	1	1	{R}, {T}, Discard a card: Kris Mage deals 1 damage to target creature or player.	['MMQ']
Brassclaw Orcs	['Creature']	['Orc']	3	['Red']	3	2	Brassclaw Orcs can't block creatures with power 2 or greater.	['FEM', '5ED', 'ME2']
